,country,currency,estimateCurrency,exchange,finnhubIndustry,ipo,logo,marketCapitalization,name,phone,shareOutstanding,ticker,weburl
0,JP,JPY,JPY,TOKYO STOCK EXCHANGE-TOKYO PRO MARKET,Food Products,2009-04-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942981023546.png,873670.464539,Meiji Holdings Co Ltd,81332734001,282.2,2269.T,https://www.meiji.com/
0,GB,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-02-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950796914606.png,1542.49831,Immunocore Holdings PLC,441235438600,50.07,IMCR,http://www.immunocore.com/
0,JP,JPY,JPY,TOKYO STOCK EXCHANGE-TOKYO PRO MARKET,Financial Services,2004-01-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942980077736.png,1683102.874756,Japan Exchange Group Inc,81336661361,1044.58,8697.T,https://www.jpx.co.jp/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1992-03-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959064746.png,582.5989591086604,First Financial Corp,18122386000,11.85,THFF,https://www.first-online.bank/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1987-01-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959152576.png,77.16069603556875,First US Bancshares Inc,12055821084,5.7,FUSB,https://www.fusb.com/resources/company-profile
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2019-04-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950679452206.png,15.31497884615385,HOOKIPA Pharma Inc,114318906360,12.06,HOOK,https://www.hookipapharma.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/OTTR.png,3396.015196231663,Otter Tail Corp,18664108780,41.87,OTTR,https://www.ottertail.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,N/A,2023-12-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950868840986.png,59.203643340092164,Bayview Acquisition Corp,12039985540,5.44,BAYA,
0,US,,,NASDAQ NMS - GLOBAL MARKET,N/A,2024-10-24,,110.4,Charlton Aria Acquisition Corp,18312047337,11.0,CHARU,
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Leisure Products,1963-08-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MAT.png,6934.200282438315,Mattel Inc,13102522000,330.2,MAT,https://corporate.mattel.com/
0,US,USD,USD,OTC MARKETS,N/A,2001-07-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950376588686.png,1.9909185625,Hallmark Venture Group Inc,18776464833,523.93,HLLK,
0,AU,AUD,AUD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2024-10-29,,12.07975393984963,Gelteq Ltd,61390873990,9.44,GELS,https://www.gelteq.com
0,HK,CNY,CNY,NASDAQ NMS - GLOBAL MARKET,Metals & Mining,1995-08-07,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CHNR.png,5.38473534387947,China Natural Resources Inc,1185228107205,9.87,CHNR,https://www.chnr.net/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1974-09-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959067916.png,2682.2304495848816,Independent Bank Corp (Massachusetts),17818786100,42.61,INDB,https://indb.rocklandtrust.com/corporate-profile/default.aspx
0,KY,USD,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,2021-10-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950813741186.png,27.62595664808245,Aeries Technology Inc,14156299066,44.56,AERT,https://aeriestechnology.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,1980-01-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959056296.png,28.763657979729732,Atlantic American Corp,14042665500,20.4,AAME,https://www.atlam.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,1981-12-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959072506.png,936.9725598932154,NAPCO Security Technologies Inc,16318429400,36.4,NSSC,https://www.napcosecurity.com/
0,LU,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Semiconductors,2011-03-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MX.png,153.27545478846153,MagnaChip Semiconductor Corp,352456262,37.2,MX,https://www.magnachip.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,2006-10-11,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AWI.png,6498.775109574683,Armstrong World Industries Inc,17173970611,43.46,AWI,https://www.armstrongceilings.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Energy,2007-05-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CLNE.png,402.489303106267,Clean Energy Fuels Corp,19494371000,223.61,CLNE,https://www.cleanenergyfuels.com/
0,JP,JPY,JPY,TOKYO STOCK EXCHANGE-TOKYO PRO MARKET,Industrial Conglomerates,1949-05-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958773256.png,18167254.066406,Hitachi Ltd,81332581111,4580.34,6501.T,https://www.hitachi.co.jp/
0,US,USD,USD,OTC MARKETS,N/A,2023-07-27,,10.25,BrooqLy Inc,12247896673,25.61,BRQL,https://www.brooqly.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,1996-02-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CSGS.png,1848.8983202060597,CSG Systems International Inc,13037962850,28.84,CSGS,https://www.csgi.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2017-10-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950341736926.png,1773.512911179487,Merchants Bancorp,13175697420,45.85,MBIN,http://www.merchantsbankofindiana.com
0,US,,,NASDAQ NMS - GLOBAL MARKET,N/A,2024-07-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950879634036.png,311.267,SIM Acquisition I Corp,12039402657,30.67,SIMA,
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2019-07-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950004514636.png,576.2701406226324,Castle Biosciences Inc,12817969032,28.51,CSTL,https://castlebiosciences.com/
0,US,USD,USD,OTC MARKETS,Pharmaceuticals,2013-09-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950354170026.png,1.55620641,Americann Inc,13038390061,24.39,ACAN,https://americann.co/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,2024-09-24,,4863.615539820513,Amentum Holdings Inc,12149208175,243.3,AMTM,
0,CA,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Commercial Services & Supplies,2020-09-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LICY.png,8.15,Li-Cycle Holdings Corp,14165833509,35.43,LICY,https://li-cycle.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Distributors,1986-08-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GPC.png,17648.91056837934,Genuine Parts Co,16789345000,138.78,GPC,https://www.genpt.com/
0,SG,SGD,SGD,NASDAQ NMS - GLOBAL MARKET,"Hotels, Restaurants & Leisure",2024-09-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950872099526.png,14.5296,Premium Catering Holdings Ltd,6569701488,29.2,PC,
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2009-07-30,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950000550446.png,1244.717578,PennyMac Mortgage Investment Trust,18182247442,86.86,PMT,https://www.pennymac.com/
0,CN,CNY,CNY,NASDAQ NMS - GLOBAL MARKET,Technology,2024-08-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950891280846.png,79.9,YXT.Com Group Holding Ltd,8651266899881,60.08,YXT,
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,2000-08-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959008786.png,684.0754383643684,SpartanNash Co,16168782000,33.76,SPTN,https://www.spartannash.com/
0,IE,USD,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2012-01-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/JAZZ.png,8430.275234455625,Jazz Pharmaceuticals PLC,35316347800,60.73,JAZZ,https://www.jazzpharma.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2004-07-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PSEC.png,1946.173981744186,Prospect Capital Corp,12124480702,442.74,PSEC,https://www.prospectstreet.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,2021-11-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950376220326.png,3491.580518198844,Braze Inc,16099640585,103.48,BRZE,https://www.braze.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,2020-05-01,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950004540236.png,12.587505349096709,Lyra Therapeutics Inc,16173734600,65.46,LYRA,https://lyratherapeutics.com/
0,SE,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,1997-04-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ALV.png,7557.725425991983,Autoliv Inc,46858720600,77.72,ALV,https://www.autoliv.com/
0,US,USD,USD,OTC MARKETS,N/A,2016-03-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950351673066.png,0.9482895238095199,Dream Homes & Development Corp,16096938881,47.41,DREM,https://www.dreamhomesltd.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2021-06-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950800549986.png,18.07348285566119,SHF Holdings Inc,13034313435,55.73,SHFS,
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,2014-12-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/WK.png,4819.541496550483,Workiva Inc,15158176100,56.13,WK,https://www.workiva.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Leisure Products,2001-02-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959005276.png,308.36008417985613,Marine Products Corp,14043212140,34.96,MPX,https://www.marineproductscorp.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,"Textiles, Apparel & Luxury Goods",2006-02-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CROX.png,5596.64687614324,Crocs Inc,13038487000,56.06,CROX,https://careers.crocs.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2021-06-09,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MQ.png,2047.545518,Marqeta Inc,18779627738,504.32,MQ,https://www.marqeta.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,1989-01-03,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959058306.png,273.67017271717174,Cadiz Inc,12132711600,75.18,CDZI,https://www.cadizinc.com/
0,US,USD,USD,OTC MARKETS,Telecommunication,2015-11-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950379297606.png,8.07790546218487,Vemanti Group Inc,19495597200,73.44,VMNT,http://vemanti.com
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Commercial Services & Supplies,1983-11-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HCSG.png,785.5839497194313,Healthcare Services Group Inc,12159381661,73.49,HCSG,https://www.hcsgcorp.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2005-10-28,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959027216.png,10.67817265671642,STRATA Skin Sciences Inc,12156193200,4.17,SSKN,http://www.strataskinsciences.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Technology,1998-01-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/VRSN.png,22748.461864701796,"VeriSign, Inc",17039483200,94.6,VRSN,https://www.verisign.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2015-04-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/CDTX.png,258.9642727767895,Cidara Therapeutics Inc,18587526170,10.95,CDTX,https://www.cidara.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Media,2007-07-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/DHX.png,105.18287555309733,DHI Group Inc,12124486605,48.92,DHX,https://www.dhigroupinc.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",N/A,1999-05-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942961409326.png,1661.41,Nuveen California Quality Municipal Income Fund,13129177783,144.72,NAC,https://www.nuveen.com/en-us/closed-end-funds/nac-nuveen-california-quality-municipal-income-fund
0,CA,CAD,CAD,TORONTO STOCK EXCHANGE,Financial Services,1993-12-14,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MOGO.TO.png,33.52664,Mogo Inc,,24.47,MOGO.TO,https://www.mogo.ca/
0,MT,USD,USD,OTC MARKETS,"Hotels, Restaurants & Leisure",2008-12-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GMBL.png,0.263575,Esports Entertainment Group Inc,35635627577000,1.15,GMBL,https://esportsentertainmentgroup.com/
0,US,USD,USD,OTC MARKETS,N/A,2023-01-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950675106336.png,1.57,Golden Royal Development Inc,18003204394,7.84,GRDV,
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,2023-05-25,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950841678006.png,4987.013074794707,Knife River Corp,17015301400,56.61,KNF,https://www.kniferiver.com/
0,BR,BRL,BRL,B3 S.A.,Food Products,2007-06-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958598306.png,12247.197752,Marfrig Global Foods SA,551137928600,857.93,MRFG3.SA,https://www.marfrig.com.br/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Banking,1980-03-17,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/HBAN.png,22009.90084011765,Huntington Bancshares Inc,16144802265,1453.76,HBAN,https://www.huntington.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2021-02-10,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950796835956.png,66.46507109677418,P3 Health Partners Inc,13128228897,359.08,PIII,https://ir.p3hp.org/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,2018-08-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950600047616.png,904.6418465009208,Amerant Bancorp Inc,13054608728,41.92,AMTB,https://investor.amerantbank.com/
0,CA,CAD,CAD,NASDAQ NMS - GLOBAL MARKET,Leisure Products,2020-11-24,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950760815796.png,6.443984134375,Vision Marine Technologies Inc,18003852825,9.78,VMAR,https://visionmarinetechnologies.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2003-07-23,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942964389616.png,1605.3035703548046,Travere Therapeutics Inc,18889697879,88.74,TVTX,https://travere.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,2014-11-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AXTA.png,7619.745443359684,Axalta Coating Systems Ltd,18556292582,218.14,AXTA,https://www.axalta.com/corporate/en_US.html
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,2020-02-18,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MEDS.png,14.20512112033195,Scienture Holdings Inc,18002610281,13.17,SCNX,https://www.trxadehealth.com/
0,JP,JPY,JPY,TOKYO STOCK EXCHANGE-TOKYO PRO MARKET,Automobiles,1957-12-02,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/7267.T.png,6939064.575195,Honda Motor Co Ltd,81334231111,5280.0,7267.T,https://global.honda/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,2000-04-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MET.png,56031.00608112381,MetLife Inc,12125785500,681.23,MET,https://www.metlife.com/
0,US,USD,USD,NYSE MKT LLC,N/A,1986-06-27,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942963991496.png,127.41,Ellsworth Growth and Income Fund Ltd,19736311177,13.64,ECF,
0,GB,USD,USD,LONDON STOCK EXCHANGE,Energy,2005-07-20,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/SHEL.L.png,152339.925484,Shell PLC,442079341234,6040.12,SHEL.L,https://www.shell.com/
0,CA,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-02-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950373635916.png,72.79722002409639,ESSA Pharma Inc,17783310962,44.39,EPIX,https://www.essapharma.com/
0,US,USD,USD,TOKYO STOCK EXCHANGE-TOKYO PRO MARKET,Semiconductors,2017-09-29,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950398780306.png,49189.7,Techpoint Inc,14083240588,18.7,6697.T,http://www.techpointinc.net/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,2007-11-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/KW.png,1364.8981976061225,Kennedy-Wilson Holdings Inc,13108876400,138.01,KW,https://www.kennedywilson.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2020-06-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/LEGN.png,6270.338266,Legend Biotech Corp,17323175050,366.9,LEGN,https://investors.legendbiotech.com/
0,BR,BRL,BRL,B3 S.A.,Consumer products,2007-03-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942958602126.png,128.652755,Gafisa SA,551130259474,115.94,GFSA3.SA,https://www.gafisa.com.br/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,2002-07-08,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NDAQ.png,42940.348910565845,Nasdaq Inc,12124018700,575.15,NDAQ,https://www.nasdaq.com
0,US,USD,USD,OTC MARKETS,Metals & Mining,1994-06-06,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959151536.png,7.418295,Thunder Mountain Gold Inc,12086581037,60.86,THMG,https://www.thundermountaingold.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Construction,1990-09-26,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959070816.png,325.20872436106487,Matrix Service Co,19188388822,27.61,MTRX,https://www.matrixservicecompany.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,1993-11-04,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959041386.png,36.95514401754386,Harte Hanks Inc,15124341100,7.29,HHS,https://www.hartehanks.com/
0,MY,,,OTC MARKETS,Retail,2001-08-30,,16.99,Sino Green Land Corp,60387278732,161.81,SGLA,
0,US,USD,USD,OTC MARKETS,Utilities,2000-10-05,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950453896506.png,40.73143000000001,JAMES Maritime Holdings Inc,18017069429,9.06,JMTM,
0,CA,CAD,CAD,NASDAQ NMS - GLOBAL MARKET,Telecommunication,2021-11-19,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950810791456.png,250.1625412684748,Telesat Corp,16137480123,50.06,TSAT,https://www.telesat.com/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,2002-06-13,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959130386.png,144.25940125336754,Westwood Holdings Group Inc,12147566900,9.38,WHG,https://westwoodgroup.com/
0,CN,USD,USD,NASDAQ NMS - GLOBAL MARKET,Media,2018-08-16,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950646699186.png,18.205456491124263,Cheer Holding Inc,8613810355988.0,10.29,CHR,http://ir.gsmg.co/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2021-09-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950730683676.png,553.5967646075949,Tyra Biosciences Inc,16197284760,50.6,TYRA,https://tyra.bio/
0,US,USD,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,1981-05-22,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/B.png,2420.45,Barnes Group Inc,18605837070,50.98,B,https://www.onebarnes.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Retail,1997-05-15,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/AMZN.png,2111597.374630005,Amazon.com Inc,12062661000,10597.73,AMZN,https://www.amazon.com/
0,IL,USD,USD,TEL AVIV STOCK EXCHANGE,Electrical Equipment,2022-09-21,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950423742966.png,4725.930984,Nayax Ltd,97237694380,36.47,NYAX.TA,https://www.nayax.com/
0,US,USD,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,2022-01-12,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950813767026.png,2.93930242038217,Tharimmune Inc,13027432995,1.93,THAR,https://tharimmune.com/
